N,P,K,Crop
159,25,273,Grapes
180,19,294,Potato
107,27,197,Turmeric
79,23,114,Mesta
70,17,113,Niger Seed
94,14,149,Linseed
91,24,192,Fig
167,20,108,Rice
93,16,110,Watermelon
132,29,166,Turmeric
174,26,223,Mango
56,29,93,Bengal Gram (Chickpea)
108,25,191,Cabbage
56,22,134,Soybean
148,22,141,Castor
87,25,118,Sesame
77,18,136,Linseed
104,18,90,Ragi (Finger Millet)
76,15,160,Fig
51,18,137,Groundnut
72,17,109,Sitaphal (Custard Apple)
101,19,107,Jowar (Sorghum)
154,22,116,Wheat
171,25,173,Tomato
110,21,165,Safflower
137,21,177,Pepper
119,23,183,Sunflower
125,20,172,Guava
65,13,80,Green Gram (Moong)
111,16,126,Cotton
163,16,274,Coconut
93,13,189,Tapioca
51,14,111,Niger Seed
62,19,106,Niger Seed
199,22,204,Arecanut
193,21,187,Tomato
143,25,169,Sunflower
178,21,130,Paddy
54,10,120,Niger Seed
200,26,120,Wheat
103,20,101,Mustard
174,16,100,Rice
147,16,82,Jowar (Sorghum)
85,15,115,Sesame
196,20,278,Coconut
63,15,111,Cowpea
182,17,285,Sugarcane
82,13,133,Muskmelon
140,27,112,Mustard
69,12,110,Coriander
136,21,114,Chillies
75,15,126,Linseed
71,14,90,Black Gram (Urad)
124,24,172,Tobacco
125,19,198,Cabbage
56,13,108,Green Gram (Moong)
107,18,104,Navane (Foxtail Millet)
82,14,126,Muskmelon
128,18,80,Navane (Foxtail Millet)
100,14,109,Muskmelon
59,19,90,Cowpea
98,17,188,Fig
112,27,118,Mustard
60,13,135,Coriander
168,24,227,Arecanut
75,14,119,Cowpea
127,25,197,Garlic
151,20,255,Mango
104,21,159,Guava
80,18,166,Pineapple
61,25,113,Groundnut
88,15,148,Lichi
98,11,146,Watermelon
165,18,149,Paddy
111,19,91,Navane (Foxtail Millet)
170,23,151,Tomato
65,13,116,Sunhemp
116,17,145,Cotton
199,17,127,Rice
121,14,107,Bajra (Pearl Millet)
93,18,130,Linseed
184,21,260,Arecanut
101,27,162,Turmeric
84,16,144,Mesta
132,17,185,Cabbage
108,21,193,Sunflower
198,21,195,Maize
190,17,252,Banana
90,17,168,Pineapple
112,17,199,Lemon
73,21,125,Soybean
100,24,184,Pomegranate
142,30,119,Mustard
56,25,100,Avare (Field Bean)
74,21,144,Tur (Arhar/Toor Dal)
104,21,145,Mustard
115,23,172,Turmeric
140,20,145,Castor
67,25,81,Avare (Field Bean)
75,12,115,Coriander
187,23,201,Potato
154,27,280,Grapes
69,20,109,Green Gram (Moong)
87,24,154,Sapota
62,22,102,Soybean
162,30,284,Mango
157,17,251,Banana
86,16,122,Linseed
85,17,123,Mesta
177,28,162,Jackfruit
54,18,105,Black Gram (Urad)
85,12,195,Tapioca
150,22,162,Jackfruit
103,20,120,Bajra (Pearl Millet)
135,25,153,Safflower
97,15,98,Sesame
55,17,106,Cashewnut
159,24,289,Coconut
75,17,187,Pineapple
92,24,300,Sweet Potato
176,21,137,Paddy
97,20,104,Sesame
50,17,145,Tur (Arhar/Toor Dal)
176,23,133,Rice
124,13,159,Dragon Fruit
52,15,85,Cowpea
168,29,153,Onion
135,22,113,Mustard
59,16,105,Horse Gram
123,21,173,Avocado
158,28,277,Arecanut
100,29,186,Tobacco
50,20,111,Bengal Gram (Chickpea)
85,19,123,Mesta
131,18,105,Cotton
163,20,178,Maize
104,22,182,Avocado
83,23,95,Sesame
58,28,114,Bengal Gram (Chickpea)
85,15,117,Muskmelon
112,22,164,Cabbage
191,24,138,Rice
154,30,172,Tomato
162,25,288,Arecanut
60,18,106,Horse Gram
83,14,166,Tapioca
65,20,111,Avare (Field Bean)
155,24,269,Potato
197,15,296,Sugarcane
66,16,117,Sunhemp
174,21,174,Onion
87,17,257,Sweet Potato
163,19,235,Coconut
105,28,181,Avocado
198,15,265,Banana
102,25,126,Chillies
142,27,175,Guava
170,28,100,Wheat
136,22,160,Sunflower
50,18,82,Sunhemp
110,24,194,Safflower
70,15,113,Cowpea
108,20,119,Bajra (Pearl Millet)
61,20,136,Cashewnut
153,28,245,Mango
158,19,261,Banana
113,15,183,Lemon
99,18,158,Sapota
143,20,193,Dragon Fruit
136,12,107,Bajra (Pearl Millet)
140,19,83,Navane (Foxtail Millet)
73,21,98,Avare (Field Bean)
144,16,121,Cotton
90,19,103,Linseed
51,17,114,Cowpea
75,25,114,Tur (Arhar/Toor Dal)
89,18,165,Fig
75,19,112,Avare (Field Bean)
86,19,100,Lichi
89,21,110,Sesame
180,21,127,Wheat
102,20,112,Ragi (Finger Millet)
191,26,275,Arecanut
168,29,150,Onion
100,15,159,Dragon Fruit
153,21,247,Mango
59,14,85,Niger Seed
136,10,197,Dragon Fruit
132,24,143,Cotton
170,24,151,Jackfruit
60,16,108,Niger Seed
52,20,102,Soybean
171,26,258,Mango
148,22,199,Safflower
160,21,132,Paddy
116,22,154,Lemon
78,17,102,Muskmelon
125,25,176,Tobacco
150,17,86,Ragi (Finger Millet)
145,21,176,Garlic
97,14,118,Muskmelon
162,29,267,Arecanut
162,21,124,Wheat
70,19,87,Cowpea
161,23,151,Jackfruit
155,21,127,Rice
117,25,177,Garlic
86,12,167,Tapioca
119,25,123,Mustard
162,30,158,Onion
147,20,95,Navane (Foxtail Millet)
51,25,81,Bengal Gram (Chickpea)
76,23,120,Mesta
144,23,162,Pepper
143,25,113,Chillies
55,12,103,Sunhemp
200,22,150,Paddy
141,26,191,Guava
86,19,200,Tapioca
96,15,155,Sapota
66,18,130,Cashewnut
151,27,108,Wheat
108,20,174,Safflower
150,22,105,Chillies
114,23,190,Pomegranate
90,17,210,Sweet Potato
100,21,101,Sesame
146,28,157,Ginger
188,17,178,Maize
136,23,159,Avocado
59,20,133,Soybean
126,15,188,Safflower
195,19,260,Coconut
197,27,176,Jackfruit
186,17,193,Maize
61,18,132,Sitaphal (Custard Apple)
58,14,112,Coriander
193,29,172,Tomato
69,23,118,Tur (Arhar/Toor Dal)
97,17,271,Sweet Potato
161,17,199,Maize
191,16,139,Rice
149,29,177,Avocado
100,16,129,Cotton
80,15,90,Sesame
76,17,139,Cardamom
195,25,175,Tomato
158,28,299,Arecanut
159,24,226,Potato
187,29,264,Arecanut
125,12,180,Dragon Fruit
117,23,197,Turmeric
63,12,116,Black Gram (Urad)
105,29,155,Avocado
95,17,161,Sapota
128,14,180,Dragon Fruit
71,14,80,Niger Seed
84,11,154,Tapioca
65,13,82,Horse Gram
145,21,195,Tobacco
54,24,139,Tur (Arhar/Toor Dal)
96,10,107,Muskmelon
82,24,98,Sesame
135,18,195,Orange
112,12,107,Bajra (Pearl Millet)
64,12,102,Sunhemp
161,26,250,Grapes
150,17,291,Coconut
129,17,196,Dragon Fruit
103,14,190,Dragon Fruit
104,25,153,Tobacco
76,24,229,Sweet Potato
76,15,233,Sweet Potato
99,17,141,Linseed
76,16,91,Sesame
77,17,101,Sesame
111,18,146,Cotton
146,23,170,Tobacco
133,23,160,Pepper
62,19,84,Cowpea
156,20,115,Rice
106,23,129,Castor
145,29,166,Guava
100,30,190,Tobacco
62,21,132,Cashewnut
81,16,181,Sapota
150,21,186,Pomegranate
139,22,173,Avocado
85,19,117,Linseed
181,27,166,Jackfruit
84,24,196,Sapota
140,18,191,Safflower
118,27,102,Mustard
85,20,147,Muskmelon
97,12,180,Tapioca
159,17,254,Coconut
117,25,177,Garlic
114,10,174,Dragon Fruit
106,24,172,Cabbage
81,23,175,Pineapple
111,21,102,Chillies
117,14,94,Jowar (Sorghum)
82,11,155,Tapioca
53,10,100,Horse Gram
160,21,239,Coconut
82,21,155,Fig
92,19,243,Sweet Potato
171,17,224,Potato
184,20,163,Tomato
90,13,110,Linseed
122,30,178,Pepper
133,23,140,Chillies
55,16,103,Tur (Arhar/Toor Dal)
176,25,110,Paddy
68,12,109,Niger Seed
159,15,106,Paddy
59,22,124,Tur (Arhar/Toor Dal)
71,20,102,Niger Seed
116,23,175,Cabbage
159,28,170,Tomato
181,21,299,Potato
138,24,193,Cabbage
86,22,97,Sesame
110,11,103,Bajra (Pearl Millet)
75,18,197,Fig
105,17,114,Chillies
114,22,150,Garlic
123,10,115,Bajra (Pearl Millet)
87,15,109,Lichi
142,22,168,Lemon
195,16,181,Maize
150,22,199,Guava
140,23,155,Guava
65,11,103,Horse Gram
181,18,266,Banana
92,20,180,Sapota
198,22,161,Maize
107,15,181,Cabbage
110,18,183,Sunflower
55,28,103,Soybean
160,24,154,Onion
170,24,261,Potato
187,25,244,Arecanut
143,23,196,Avocado
134,25,174,Lemon
187,24,240,Potato
132,24,189,Pepper
135,16,190,Sunflower
66,20,84,Horse Gram
53,16,115,Cowpea
89,16,128,Muskmelon
121,19,105,Chillies
89,19,169,Pineapple
64,18,139,Sitaphal (Custard Apple)
135,10,152,Dragon Fruit
96,10,135,Linseed
89,10,116,Muskmelon
132,19,180,Safflower
51,21,120,Tur (Arhar/Toor Dal)
141,19,107,Castor
72,25,83,Bengal Gram (Chickpea)
124,11,102,Bajra (Pearl Millet)
170,22,224,Arecanut
111,19,89,Ragi (Finger Millet)
52,12,88,Green Gram (Moong)
58,18,118,Cowpea
74,20,126,Coriander
135,10,164,Dragon Fruit
142,25,197,Pomegranate
74,19,118,Sunhemp
134,23,156,Avocado
140,26,188,Pepper
66,18,126,Sitaphal (Custard Apple)
176,29,183,Tomato
79,15,108,Watermelon
182,17,288,Potato
107,24,195,Pepper
191,23,244,Grapes
126,29,121,Mustard
62,12,104,Niger Seed
168,24,168,Onion
75,24,116,Bengal Gram (Chickpea)
186,28,283,Mango
146,19,90,Bajra (Pearl Millet)
100,24,165,Turmeric
107,23,177,Pomegranate
68,28,113,Bengal Gram (Chickpea)
153,15,298,Banana
120,15,114,Ragi (Finger Millet)
109,16,117,Navane (Foxtail Millet)
109,25,147,Chillies
184,16,151,Maize
51,15,114,Black Gram (Urad)
92,21,200,Sapota
138,30,160,Tobacco
61,12,105,Sitaphal (Custard Apple)
113,24,175,Turmeric
150,20,163,Safflower
71,17,113,Green Gram (Moong)
77,18,129,Mesta
69,16,140,Coriander
61,10,95,Horse Gram
172,15,194,Maize
146,26,178,Tobacco
95,19,222,Sweet Potato
128,18,90,Bajra (Pearl Millet)
81,22,120,Cardamom
109,15,110,Bajra (Pearl Millet)
140,16,153,Lemon
126,27,166,Tobacco
197,15,195,Maize
166,17,280,Banana
95,24,164,Sapota
68,15,135,Coriander
194,21,294,Mango
69,11,91,Sunhemp
66,19,80,Niger Seed
151,26,116,Wheat
59,13,146,Coriander
120,25,179,Guava
87,19,154,Sapota
73,19,108,Green Gram (Moong)
112,24,171,Safflower
67,20,100,Cashewnut
123,27,151,Guava
75,20,101,Coriander
157,24,148,Rice
126,21,183,Pepper
184,27,163,Jackfruit
55,16,84,Horse Gram
165,28,155,Tomato
75,20,128,Linseed
108,21,135,Castor
142,21,100,Castor
69,10,105,Coriander
61,29,134,Soybean
58,28,117,Soybean
54,16,112,Black Gram (Urad)
130,24,196,Safflower
162,20,209,Grapes
174,21,101,Rice
103,25,163,Pepper
111,30,160,Avocado
57,20,123,Sitaphal (Custard Apple)
113,21,168,Sunflower
185,21,242,Grapes
100,20,150,Watermelon
136,20,151,Guava
121,20,162,Safflower
143,21,181,Cabbage
146,16,194,Lemon
78,20,125,Muskmelon
51,19,105,Black Gram (Urad)
106,20,86,Ragi (Finger Millet)
144,24,145,Castor
118,28,157,Tobacco
63,11,110,Sunhemp
176,27,300,Mango
200,29,176,Jackfruit
60,16,85,Sunhemp
78,17,114,Lichi
156,26,164,Onion
136,25,159,Garlic
67,18,119,Sunhemp
50,16,132,Groundnut
83,25,186,Sapota
200,23,255,Mango
81,24,155,Sapota
93,14,141,Lichi
187,27,225,Grapes
92,17,117,Muskmelon
174,25,164,Maize
88,15,108,Watermelon
112,12,92,Ragi (Finger Millet)
79,12,150,Lichi
93,24,284,Sweet Potato
155,28,179,Jackfruit
180,21,291,Arecanut
191,18,285,Sugarcane
68,20,138,Tur (Arhar/Toor Dal)
55,14,91,Green Gram (Moong)
63,21,109,Groundnut
190,22,257,Potato
51,18,120,Green Gram (Moong)
179,18,221,Potato
116,21,195,Safflower
68,23,120,Avare (Field Bean)
181,25,172,Tomato
54,16,104,Cowpea
139,18,164,Sunflower
89,12,182,Tapioca
120,24,166,Ginger
81,19,143,Linseed
80,12,200,Tapioca
68,18,134,Tur (Arhar/Toor Dal)
76,18,141,Watermelon
196,16,205,Potato
122,23,167,Tobacco
118,30,192,Tobacco
136,23,155,Safflower
74,20,144,Sitaphal (Custard Apple)
66,19,102,Sitaphal (Custard Apple)
97,25,102,Sesame
68,16,88,Black Gram (Urad)
88,15,163,Sapota
69,15,131,Tur (Arhar/Toor Dal)
66,16,92,Niger Seed
124,14,118,Bajra (Pearl Millet)
86,13,132,Linseed
176,27,291,Arecanut
136,20,120,Ragi (Finger Millet)
154,28,161,Tomato
134,23,124,Cotton
79,16,179,Fig
194,25,101,Wheat
82,16,146,Lichi
57,18,140,Cashewnut
93,18,169,Pineapple
111,17,197,Cabbage
142,17,185,Safflower
119,24,112,Mustard
133,17,188,Cabbage
57,20,119,Tur (Arhar/Toor Dal)
90,18,118,Lichi
65,25,122,Cashewnut
107,18,150,Cabbage
90,14,147,Linseed
58,22,122,Tur (Arhar/Toor Dal)
165,26,291,Arecanut
67,24,92,Bengal Gram (Chickpea)
97,16,109,Mesta
64,24,101,Groundnut
55,29,122,Soybean
95,21,118,Mesta
150,10,94,Jowar (Sorghum)
84,17,147,Cardamom
75,19,137,Tur (Arhar/Toor Dal)
112,23,189,Avocado
98,19,110,Mesta
55,16,108,Black Gram (Urad)
84,21,190,Fig
120,17,195,Orange
119,22,197,Sunflower
169,29,218,Mango
125,24,107,Chillies
93,24,219,Sweet Potato
141,24,174,Garlic
116,25,181,Safflower
87,25,283,Sweet Potato
185,22,160,Onion
100,13,174,Tapioca
53,20,110,Cashewnut
124,28,122,Mustard
143,27,191,Pepper
159,21,165,Onion
122,20,94,Jowar (Sorghum)
76,25,116,Sesame
158,21,146,Rice
66,23,115,Bengal Gram (Chickpea)
51,13,88,Black Gram (Urad)
129,20,104,Castor
61,18,137,Cashewnut
123,15,114,Ragi (Finger Millet)
61,18,106,Sitaphal (Custard Apple)
169,22,256,Mango
127,27,157,Garlic
131,30,151,Turmeric
138,29,171,Pomegranate
198,20,157,Tomato
87,17,100,Lichi
114,30,198,Ginger
52,15,114,Tur (Arhar/Toor Dal)
83,13,101,Lichi
100,20,153,Fig
107,12,191,Dragon Fruit
178,25,283,Banana
92,18,175,Tapioca
79,23,189,Pineapple
76,21,103,Cardamom
111,22,107,Cotton
57,16,88,Cowpea
72,11,89,Sunhemp
103,20,115,Ragi (Finger Millet)
139,10,97,Bajra (Pearl Millet)
108,16,169,Lemon
129,25,165,Turmeric
75,14,110,Niger Seed
145,27,198,Pepper
166,18,136,Paddy
181,21,300,Coconut
193,28,268,Grapes
128,22,160,Garlic
64,18,113,Sitaphal (Custard Apple)
144,26,187,Garlic
73,13,100,Horse Gram
130,23,181,Tobacco
125,10,117,Jowar (Sorghum)
79,10,182,Tapioca
81,13,110,Muskmelon
75,19,155,Fig
67,19,112,Black Gram (Urad)
105,18,110,Cotton
195,17,255,Banana
96,17,181,Fig
71,16,99,Black Gram (Urad)
151,28,285,Arecanut
85,20,185,Tapioca
116,22,128,Cotton
125,30,132,Mustard
170,24,160,Onion
192,25,262,Potato
66,12,89,Niger Seed
130,21,178,Turmeric
70,22,86,Avare (Field Bean)
75,22,105,Cashewnut
192,15,246,Sugarcane
66,11,115,Niger Seed
126,17,162,Sunflower
127,16,148,Cotton
183,25,120,Paddy
110,27,174,Pomegranate
107,20,97,Navane (Foxtail Millet)
100,14,117,Navane (Foxtail Millet)
69,20,150,Soybean
152,21,276,Arecanut
120,22,159,Tobacco
59,21,123,Tur (Arhar/Toor Dal)
52,13,110,Horse Gram
91,15,158,Pineapple
183,15,139,Rice
80,24,138,Mesta
53,25,116,Avare (Field Bean)
123,25,198,Safflower
149,27,140,Mustard
86,10,122,Linseed
64,24,85,Avare (Field Bean)
194,30,229,Arecanut
90,11,189,Tapioca
150,25,191,Jackfruit
89,16,107,Watermelon
194,23,247,Coconut
153,26,163,Tomato
100,28,164,Pepper
106,20,193,Dragon Fruit
65,19,84,Avare (Field Bean)
114,30,194,Ginger
69,22,148,Tur (Arhar/Toor Dal)
65,14,103,Sitaphal (Custard Apple)
105,16,193,Sunflower
165,22,235,Potato
95,19,194,Fig
164,29,202,Mango
96,15,141,Muskmelon
101,23,179,Pomegranate
138,23,166,Ginger
72,13,93,Black Gram (Urad)
147,17,111,Jowar (Sorghum)
126,28,188,Garlic
171,19,222,Coconut
152,18,250,Potato
92,14,191,Tapioca
56,30,141,Soybean
106,18,151,Dragon Fruit
130,20,165,Avocado
105,21,109,Castor
68,19,150,Tur (Arhar/Toor Dal)
197,23,282,Potato
86,10,106,Watermelon
164,19,214,Sugarcane
57,13,91,Black Gram (Urad)
176,18,141,Paddy
125,22,186,Turmeric
172,19,142,Paddy
87,15,138,Linseed
118,27,192,Avocado
133,23,184,Lemon
149,27,187,Tobacco
65,20,105,Soybean
173,26,195,Tomato
177,22,249,Mango
68,21,138,Tur (Arhar/Toor Dal)
88,12,143,Muskmelon
150,16,113,Jowar (Sorghum)
69,25,136,Tur (Arhar/Toor Dal)
75,20,199,Fig
63,25,105,Bengal Gram (Chickpea)
80,23,191,Fig
58,20,102,Cashewnut
68,16,119,Cowpea
86,20,146,Cardamom
108,17,172,Orange
83,13,101,Watermelon
146,15,88,Navane (Foxtail Millet)
83,19,188,Sapota
131,22,171,Avocado
103,24,190,Lemon
188,20,166,Maize
103,21,169,Pomegranate
163,25,164,Jackfruit
170,26,230,Arecanut
135,22,181,Ginger
73,17,90,Cowpea
98,16,182,Fig
140,20,183,Safflower
103,20,100,Mustard
92,11,124,Muskmelon
112,25,142,Castor
85,17,123,Muskmelon
58,11,93,Sunhemp
100,24,141,Chillies
85,24,198,Sapota
184,19,281,Banana
135,22,198,Orange
59,11,84,Horse Gram
141,22,197,Garlic
161,17,265,Coconut
60,29,104,Soybean
141,18,198,Orange
186,23,111,Wheat
98,24,182,Fig
92,17,207,Sweet Potato
136,20,116,Castor
57,25,135,Tur (Arhar/Toor Dal)
150,18,276,Sugarcane
118,23,146,Cotton
200,21,195,Onion
54,19,93,Sunhemp
96,12,108,Muskmelon
74,15,118,Sunhemp
93,16,187,Sapota
150,28,172,Turmeric
110,24,168,Sunflower
124,29,166,Pepper
189,30,199,Onion
89,22,109,Cardamom
66,18,109,Avare (Field Bean)
61,13,119,Black Gram (Urad)
77,10,105,Muskmelon
102,21,126,Cotton
109,27,172,Guava
156,22,211,Arecanut
83,24,235,Sweet Potato
115,21,183,Garlic
173,15,183,Maize
140,20,116,Navane (Foxtail Millet)
93,20,185,Sapota
135,12,86,Jowar (Sorghum)
140,10,106,Bajra (Pearl Millet)
130,20,165,Sunflower
67,16,112,Horse Gram
106,23,148,Mustard
132,23,153,Sunflower
63,12,120,Black Gram (Urad)
183,21,291,Sugarcane
197,23,256,Sugarcane
156,15,286,Potato
108,20,112,Bajra (Pearl Millet)
117,23,101,Mustard
76,13,136,Lichi
150,25,264,Banana
68,15,138,Cashewnut
121,26,172,Pepper
131,21,150,Cabbage
95,11,162,Tapioca
111,21,162,Ginger
132,27,198,Turmeric
123,17,107,Bajra (Pearl Millet)
161,29,139,Wheat
177,15,105,Paddy
84,24,117,Mesta
151,30,191,Tomato
135,17,200,Lemon
105,30,159,Avocado
179,16,247,Potato
71,17,84,Avare (Field Bean)
71,20,116,Green Gram (Moong)
138,28,179,Pomegranate
128,25,200,Orange
159,30,159,Onion
80,15,119,Muskmelon
60,18,110,Avare (Field Bean)
113,23,145,Chillies
141,15,117,Bajra (Pearl Millet)
194,24,294,Grapes
172,23,143,Paddy
192,15,260,Banana
69,19,103,Green Gram (Moong)
191,15,103,Rice
186,21,224,Mango
126,20,124,Chillies
141,28,154,Avocado
198,23,273,Mango
89,23,100,Sesame
134,28,151,Ginger
56,23,120,Cashewnut
109,15,106,Jowar (Sorghum)
50,25,98,Bengal Gram (Chickpea)
115,21,141,Castor
51,17,110,Niger Seed
152,25,171,Jackfruit
89,15,148,Muskmelon
134,30,195,Avocado
144,10,185,Dragon Fruit
90,18,104,Lichi
70,11,136,Sitaphal (Custard Apple)
117,14,103,Jowar (Sorghum)
154,18,266,Potato
89,17,125,Mesta
52,13,106,Coriander
171,15,204,Coconut
54,19,141,Coriander
149,30,166,Garlic
140,26,183,Avocado
196,28,157,Tomato
75,15,129,Sitaphal (Custard Apple)
196,27,238,Mango
99,25,146,Mesta
112,18,100,Cotton
107,28,161,Guava
128,26,199,Turmeric
56,18,81,Horse Gram
59,11,108,Cowpea
143,28,192,Pepper
75,17,164,Tapioca
122,30,188,Pomegranate
103,30,180,Garlic
192,25,171,Jackfruit
134,15,86,Navane (Foxtail Millet)
60,24,131,Tur (Arhar/Toor Dal)
166,27,206,Arecanut
174,15,170,Maize
183,16,110,Paddy
73,19,130,Cashewnut
111,24,175,Safflower
183,21,297,Coconut
194,21,246,Arecanut
99,23,113,Mesta
146,15,110,Cotton
183,25,192,Tomato
91,14,124,Linseed
86,20,184,Pineapple
191,19,289,Banana
195,25,281,Grapes
198,19,269,Banana
95,13,102,Watermelon
52,12,106,Coriander
68,14,113,Horse Gram
75,14,143,Muskmelon
146,23,193,Safflower
52,25,113,Tur (Arhar/Toor Dal)
126,15,90,Bajra (Pearl Millet)
62,17,108,Black Gram (Urad)
139,18,113,Castor
136,28,176,Guava
149,25,184,Safflower
61,17,129,Sitaphal (Custard Apple)
94,22,249,Sweet Potato
150,24,192,Maize
68,14,94,Niger Seed
78,11,165,Tapioca
137,18,150,Lemon
108,20,182,Turmeric
75,18,83,Horse Gram
136,29,196,Turmeric
187,25,220,Sugarcane
50,25,107,Bengal Gram (Chickpea)
82,10,152,Tapioca
95,16,157,Fig
150,16,96,Jowar (Sorghum)
175,15,151,Maize
172,16,279,Sugarcane
166,21,263,Coconut
167,29,175,Onion
63,10,122,Sitaphal (Custard Apple)
93,17,163,Sapota
56,25,112,Avare (Field Bean)
184,17,141,Paddy
200,17,254,Potato
134,23,182,Guava
132,21,185,Turmeric
155,18,233,Sugarcane
190,20,206,Grapes
99,19,116,Watermelon
110,13,168,Dragon Fruit
100,24,101,Sesame
64,19,108,Horse Gram
185,23,101,Rice
153,29,279,Arecanut
119,10,84,Bajra (Pearl Millet)
198,24,272,Grapes
81,21,179,Pineapple
64,22,111,Groundnut
51,24,114,Cashewnut
113,22,185,Pepper
132,23,164,Safflower
111,22,117,Mustard
182,25,234,Potato
67,20,141,Sitaphal (Custard Apple)
121,16,114,Bajra (Pearl Millet)
135,19,178,Orange
91,17,84,Sesame
194,21,240,Grapes
127,23,102,Cotton
106,21,182,Orange
77,20,116,Lichi
70,27,149,Soybean
133,21,127,Castor
150,24,114,Paddy
64,12,93,Cowpea
82,25,150,Cardamom
87,14,104,Watermelon
105,16,108,Bajra (Pearl Millet)
148,30,199,Pomegranate
137,23,174,Avocado
91,15,109,Watermelon
152,30,174,Onion
109,29,198,Guava
62,24,133,Tur (Arhar/Toor Dal)
129,20,181,Tobacco
188,21,238,Arecanut
81,25,176,Pineapple
177,26,171,Onion
147,28,140,Mustard
150,25,282,Coconut
182,30,239,Arecanut
52,12,130,Sitaphal (Custard Apple)
66,17,85,Horse Gram
196,20,185,Maize
102,10,92,Ragi (Finger Millet)
66,26,88,Bengal Gram (Chickpea)
170,20,182,Jackfruit
179,21,178,Jackfruit
50,20,149,Sitaphal (Custard Apple)
86,20,132,Linseed
53,25,137,Soybean
137,23,171,Cabbage
193,16,189,Maize
135,12,199,Dragon Fruit
112,21,186,Pomegranate
155,18,272,Banana
65,10,89,Niger Seed
156,27,203,Mango
120,21,162,Garlic
97,22,164,Sapota
117,28,169,Guava
104,17,177,Orange
102,28,195,Garlic
112,20,171,Orange
131,22,151,Orange
50,18,104,Cashewnut
81,17,186,Pineapple
82,12,124,Muskmelon
166,23,259,Mango
104,22,181,Safflower
132,18,155,Dragon Fruit
116,10,101,Bajra (Pearl Millet)
192,27,208,Arecanut
147,30,181,Pepper
130,20,167,Avocado
168,21,276,Grapes
149,12,106,Ragi (Finger Millet)
135,15,113,Ragi (Finger Millet)
176,23,118,Wheat
172,25,137,Paddy
67,18,110,Horse Gram
61,13,118,Black Gram (Urad)
105,15,93,Bajra (Pearl Millet)
86,17,167,Fig
128,16,120,Jowar (Sorghum)
148,15,92,Ragi (Finger Millet)
83,17,135,Watermelon
115,20,108,Chillies
129,25,196,Garlic
110,25,186,Cabbage
137,24,161,Orange
78,24,194,Pineapple
124,23,104,Chillies
50,10,101,Sunhemp
158,18,222,Sugarcane
54,23,139,Soybean
93,16,199,Fig
63,23,116,Cashewnut
107,26,192,Turmeric
93,19,99,Sesame
97,15,189,Sapota
147,16,183,Sunflower
74,19,134,Groundnut
197,22,164,Jackfruit
121,19,102,Jowar (Sorghum)
90,20,110,Muskmelon
59,15,139,Cashewnut
55,25,130,Groundnut
70,17,111,Cowpea
135,17,164,Safflower
51,16,147,Groundnut
124,28,166,Ginger
128,20,108,Ragi (Finger Millet)
108,10,88,Bajra (Pearl Millet)
183,30,256,Grapes
196,23,264,Mango
126,17,106,Chillies
81,18,117,Lichi
169,29,169,Jackfruit
176,18,256,Coconut
81,23,119,Sesame
184,20,240,Mango
87,16,180,Sapota
85,21,157,Fig
141,26,162,Pepper
155,16,299,Banana
158,27,150,Jackfruit
147,23,171,Garlic
137,28,183,Garlic
51,19,83,Black Gram (Urad)
75,15,112,Watermelon
155,19,251,Coconut
169,22,105,Rice
81,20,131,Lichi
103,21,142,Chillies
132,20,190,Tobacco
68,12,116,Coriander
114,16,198,Safflower
175,22,255,Coconut
69,22,95,Bengal Gram (Chickpea)
95,25,112,Mesta
57,23,150,Cashewnut
95,21,199,Fig
90,11,105,Muskmelon
147,15,111,Ragi (Finger Millet)
169,24,271,Potato
59,24,81,Bengal Gram (Chickpea)
194,23,175,Tomato
173,26,249,Grapes
131,29,149,Mustard
197,28,214,Mango
139,15,174,Safflower
80,23,160,Fig
118,24,172,Ginger
191,21,267,Arecanut
75,15,116,Niger Seed
82,17,107,Cardamom
67,10,108,Sitaphal (Custard Apple)
52,13,105,Sunhemp
94,18,104,Lichi
138,17,188,Orange
131,21,188,Sunflower
52,15,81,Avare (Field Bean)
181,22,282,Mango
68,19,129,Groundnut
182,21,120,Rice
106,25,200,Sunflower
153,21,283,Mango
136,23,142,Castor
101,24,168,Garlic
89,16,261,Sweet Potato
64,14,116,Niger Seed
161,21,213,Arecanut
169,26,227,Arecanut
77,20,106,Watermelon
88,17,175,Tapioca
139,16,136,Chillies
93,14,129,Muskmelon
107,11,114,Navane (Foxtail Millet)
180,24,219,Arecanut
175,29,219,Mango
115,27,162,Guava
99,25,233,Sweet Potato
86,15,178,Pineapple
95,19,181,Tapioca
52,24,133,Cashewnut
175,21,148,Wheat
55,20,107,Sunhemp
115,25,146,Mustard
50,14,93,Niger Seed
94,12,175,Tapioca
114,25,167,Guava
71,15,104,Tur (Arhar/Toor Dal)
144,25,172,Ginger
79,20,144,Cardamom
86,25,236,Sweet Potato
87,10,144,Linseed
